4,0
5,0
7,0
8,0
12,0
18,0
22,0
44,0
45,0
47,0
48,0
84,0
85,0
87,0
88,0
4,1
5,1
7,1
8,1
12,1
17,1
19,1
22,1
44,1
45,1
47,1
48,1
84,1
85,1
87,1
88,1
12,2
18,2
22,2
101,5
102,5
17,6
18,6
41,6
42,6
91,6
92,6
101,6
103,6
1,7
2,7
18,7
25,7
26,7
42,7
54,7
60,7
63,7
92,7
103,7
0,8
3,8
10,8
11,8
15,8
16,8
17,8
24,8
27,8
30,8
34,8
35,8
39,8
40,8
41,8
53,8
55,8
60,8
61,8
62,8
63,8
70,8
71,8
76,8
89,8
90,8
91,8
95,8
97,8
98,8
103,8
105,8
1,9
2,9
10,9
11,9
14,9
25,9
26,9
29,9
31,9
34,9
35,9
38,9
54,9
70,9
71,9
75,9
77,9
88,9
95,9
96,9
98,9
104,9
105,9
14,10
15,10
30,10
38,10
39,10
60,10
61,10
62,10
63,10
76,10
88,10
89,10
60,11
63,11
101,13
102,13
19,14
20,14
57,14
58,14
91,14
92,14
101,14
103,14
6,15
20,15
42,15
58,15
65,15
66,15
73,15
74,15
81,15
82,15
92,15
103,15
5,16
7,16
10,16
17,16
18,16
19,16
25,16
26,16
41,16
43,16
50,16
51,16
55,16
56,16
57,16
64,16
67,16
72,16
75,16
80,16
83,16
89,16
90,16
91,16
95,16
97,16
98,16
103,16
105,16
6,17
9,17
11,17
16,17
25,17
26,17
42,17
50,17
51,17
54,17
65,17
66,17
73,17
74,17
81,17
82,17
88,17
95,17
96,17
98,17
104,17
105,17
10,18
16,18
17,18
54,18
55,18
88,18
89,18
101,21
102,21
46,22
47,22
91,22
92,22
101,22
103,22
1,23
2,23
14,23
20,23
23,23
37,23
38,23
47,23
54,23
92,23
103,23
0,24
3,24
13,24
15,24
20,24
21,24
22,24
23,24
30,24
36,24
39,24
44,24
45,24
46,24
53,24
55,24
58,24
65,24
66,24
73,24
74,24
81,24
82,24
89,24
90,24
91,24
95,24
97,24
98,24
103,24
105,24
1,25
2,25
14,25
29,25
31,25
37,25
38,25
43,25
54,25
57,25
59,25
65,25
66,25
73,25
74,25
81,25
82,25
88,25
95,25
96,25
98,25
104,25
105,25
20,26
21,26
22,26
23,26
30,26
43,26
44,26
58,26
88,26
89,26
20,27
23,27
101,29
102,29
17,30
18,30
83,30
91,30
92,30
101,30
103,30
2,31
18,31
25,31
26,31
39,31
42,31
66,31
74,31
79,31
82,31
84,31
92,31
103,31
1,32
3,32
10,32
11,32
15,32
16,32
17,32
24,32
27,32
30,32
31,32
39,32
40,32
41,32
42,32
46,32
47,32
53,32
65,32
67,32
70,32
73,32
75,32
79,32
83,32
89,32
90,32
91,32
95,32
97,32
98,32
103,32
105,32
2,33
10,33
11,33
14,33
25,33
26,33
30,33
31,33
46,33
47,33
52,33
54,33
66,33
69,33
71,33
74,33
79,33
88,33
95,33
96,33
98,33
104,33
105,33
14,34
15,34
39,34
40,34
41,34
42,34
53,34
70,34
88,34
89,34
39,35
42,35
101,37
102,37
41,38
42,38
91,38
92,38
101,38
103,38
1,39
2,39
9,39
10,39
17,39
18,39
25,39
26,39
42,39
49,39
50,39
63,39
66,39
92,39
103,39
0,40
3,40
8,40
11,40
16,40
19,40
24,40
27,40
34,40
35,40
39,40
40,40
41,40
48,40
51,40
55,40
63,40
64,40
65,40
66,40
71,40
77,40
89,40
90,40
91,40
95,40
97,40
98,40
103,40
105,40
1,41
2,41
9,41
10,41
17,41
18,41
25,41
26,41
34,41
35,41
38,41
49,41
50,41
54,41
56,41
70,41
72,41
76,41
78,41
88,41
95,41
96,41
98,41
104,41
105,41
38,42
39,42
55,42
63,42
64,42
65,42
66,42
71,42
77,42
88,42
89,42
63,43
66,43
17,46
18,46
1,47
2,47
18,47
73,47
74,47
81,47
82,47
89,47
90,47
97,47
98,47
105,47
106,47
0,48
3,48
10,48
11,48
15,48
16,48
17,48
29,48
36,48
38,48
39,48
45,48
56,48
57,48
60,48
61,48
63,48
64,48
72,48
75,48
80,48
83,48
88,48
91,48
96,48
99,48
104,48
107,48
1,49
2,49
10,49
11,49
14,49
28,49
30,49
36,49
37,49
39,49
44,49
46,49
56,49
57,49
60,49
61,49
63,49
64,49
73,49
74,49
81,49
82,49
89,49
90,49
97,49
98,49
105,49
106,49
14,50
15,50
29,50
45,50
r
